,Date,Consumer Discretionary,High,Low,Close,Adj Close,Volume
0,2021-04-01,135.050003,138.589996,130.289993,133.419998,124.596802,166855600
1,2021-05-01,134.029999,139.100006,133.369995,134.850006,126.737968,197968800
2,2021-06-01,135.789993,136.839996,131.940002,134.929993,126.813118,186291900
3,2021-07-01,135.429993,144.539993,134.919998,142.229996,133.673981,152014300
4,2021-08-01,141.770004,145.979996,140.800003,142.389999,134.666046,125297500
5,2021-09-01,142.330002,147.229996,139.529999,139.800003,132.216553,148060100
6,2021-10-01,139.929993,144.869995,137.600006,142.990005,135.23349,137102900
7,2021-11-01,143.360001,149.720001,142.279999,144.580002,137.584915,138035400
8,2021-12-01,144.850006,164.979996,144.850006,163.580002,155.665649,190122300
9,2022-01-01,161.690002,165.350006,156.039993,160.449997,152.687073,195173500
10,2022-02-01,160.789993,164.979996,150.559998,155.889999,149.148712,155799700
11,2022-03-01,154.309998,156.470001,143.029999,152.800003,146.192337,170280000
12,2022-04-01,153.520004,164.899994,151.259995,160.550003,153.607193,151984400
13,2022-05-01,161.600006,162.0,139.179993,147.880005,142.278854,169284800
14,2022-06-01,148.0,148.119995,129.5,143.789993,138.343765,168567600
15,2022-07-01,144.240005,148.610001,138.229996,138.910004,133.648621,131172900
16,2022-08-01,138.339996,150.630005,137.860001,137.940002,133.57692,137585500
17,2022-09-01,137.830002,141.800003,126.209999,126.25,122.256668,147893600
18,2022-10-01,127.25,135.669998,122.18,134.669998,130.410355,144766200
19,2022-11-01,134.699997,149.160004,130.960007,149.160004,145.467133,133869800
20,2022-12-01,149.529999,154.649994,148.080002,151.559998,147.807693,132270900
21,2023-01-01,150.949997,154.800003,138.729996,142.380005,138.85498,150059100
22,2023-02-01,142.080002,144.100006,135.830002,137.559998,134.996124,121960300
23,2023-03-01,138.050003,148.690002,136.100006,148.690002,145.918686,154929200
24,2023-04-01,148.429993,158.110001,147.089996,156.380005,153.465363,115635400
25,2023-05-01,156.029999,157.570007,141.899994,142.5,140.719604,130122200
26,2023-06-01,143.25,152.070007,142.449997,151.740005,149.844162,133138100
27,2023-07-01,151.479996,157.679993,146.960007,156.300003,154.347183,134090500
28,2023-08-01,155.880005,158.380005,150.929993,154.339996,153.371964,110235100
29,2023-09-01,154.899994,155.320007,144.820007,145.860001,144.94516,104359400
30,2023-10-01,144.779999,151.380005,141.449997,150.029999,149.089005,141702700
31,2023-11-01,150.679993,153.5,148.830002,151.240005,151.240005,112361900
32,2023-11-28,151.145004,152.772003,151.145004,152.289993,152.289993,5174022
