,Date,Technology,High,Low,Close,Adj Close,Volume
0,2021-04-01,231.259995,278.130005,224.100006,244.820007,244.820007,211545800
1,2021-05-01,246.600006,249.419006,192.210007,222.520004,222.520004,233720800
2,2021-06-01,223.539993,251.910004,209.800003,243.800003,243.800003,171131300
3,2021-07-01,242.820007,267.769989,225.279999,247.259995,247.259995,138835700
4,2021-08-01,247.929993,289.230011,247.009995,268.070007,268.070007,203275100
5,2021-09-01,269.01001,274.369995,235.220001,239.839996,239.839996,130711000
6,2021-10-01,239.440002,270.160004,222.919998,254.5,254.5,142918700
7,2021-11-01,255.119995,255.949997,205.279999,208.330002,208.330002,154004800
8,2021-12-01,210.190002,211.610001,157.570007,161.509995,161.509995,215996500
9,2022-01-01,162.869995,165.199997,101.75,122.290001,122.290001,314895200
10,2022-02-01,128.5,131.949997,82.720001,127.5,127.5,494313300
11,2022-03-01,126.550003,149.0,92.720001,135.600006,135.600006,515686200
12,2022-04-01,136.5,145.580002,97.389999,99.540001,99.540001,281784400
13,2022-05-01,98.300003,108.0,65.099998,87.510002,87.510002,500517200
14,2022-06-01,87.349998,89.210999,56.009998,61.459999,61.459999,392628000
15,2022-07-01,61.950001,76.440002,60.349998,76.059998,76.059998,266137400
16,2022-08-01,75.480003,93.190002,66.690002,68.910004,68.910004,330211100
17,2022-09-01,67.43,76.713997,53.900002,54.990002,54.990002,288590600
18,2022-10-01,55.150002,63.439999,51.450001,60.07,60.07,286653700
19,2022-11-01,62.279999,75.769997,51.34,67.769997,67.769997,330188700
20,2022-12-01,68.019997,72.470001,58.34,62.84,62.84,204389000
21,2023-01-01,66.300003,85.5,62.501999,81.720001,81.720001,252710300
22,2023-02-01,82.07,89.970001,71.800003,76.730003,76.730003,257721800
23,2023-03-01,76.309998,83.080002,56.5,68.650002,68.650002,482936400
24,2023-04-01,67.599998,69.739998,58.91,60.790001,60.790001,227512400
25,2023-05-01,60.689999,62.549999,55.049999,60.389999,60.389999,254207700
26,2023-06-01,59.68,67.790001,59.040001,66.57,66.57,180985000
27,2023-07-01,66.669998,81.470001,63.439999,80.529999,80.529999,168951800
28,2023-08-01,79.879997,79.900002,54.724998,57.650002,57.650002,240615200
29,2023-09-01,58.389999,59.720001,42.77,44.259998,44.259998,233679700
30,2023-10-01,44.32,47.535,38.849998,40.25,40.25,277304100
31,2023-11-01,39.950001,60.779999,39.34,60.310001,60.310001,284800800
32,2023-11-28,60.5,63.994999,60.389999,63.34,63.34,14519934
