,Date,Consumer Discretionary,High,Low,Close,Adj Close,Volume
0,2021-04-01,134.690002,138.240005,125.699997,132.619995,129.264252,146686100
1,2021-05-01,133.369995,139.360001,130.479996,136.460007,133.007111,121878400
2,2021-06-01,137.850006,156.399994,126.68,154.490005,150.884735,193654700
3,2021-07-01,154.070007,167.869995,153.889999,167.509995,163.600891,115025500
4,2021-08-01,169.059998,174.380005,164.199997,164.740005,160.895523,94305000
5,2021-09-01,164.919998,166.619995,144.419998,145.229996,142.07486,171235500
6,2021-10-01,145.220001,167.630005,144.369995,167.289993,163.655609,132971400
7,2021-11-01,167.800003,179.100006,165.889999,169.240005,165.563293,117595600
8,2021-12-01,170.889999,173.369995,155.470001,166.669998,163.049088,123481200
9,2022-01-01,167.529999,167.910004,139.559998,148.070007,145.11351,131502000
10,2022-02-01,149.5,149.679993,130.929993,136.550003,133.823532,115406000
11,2022-03-01,136.720001,139.860001,116.75,134.559998,131.873291,201080600
12,2022-04-01,134.449997,139.139999,120.480003,124.699997,122.489014,128180100
13,2022-05-01,124.43,126.199997,103.459999,118.849998,116.742737,162628900
14,2022-06-01,119.830002,123.82,100.779999,102.199997,100.387947,172665200
15,2022-07-01,101.639999,115.209999,99.529999,114.919998,113.162086,136287300
16,2022-08-01,114.0,118.470001,105.809998,106.449997,104.821655,127466600
17,2022-09-01,105.800003,113.360001,82.5,83.120003,81.848534,206296500
18,2022-10-01,83.129997,94.349998,82.220001,92.68,91.524429,200873100
19,2022-11-01,95.690002,109.690002,88.720001,109.690002,108.32235,158370900
20,2022-12-01,110.089996,119.18,101.68,117.010002,115.551079,194177000
21,2023-01-01,118.550003,129.229996,117.440002,127.330002,126.128365,135012300
22,2023-02-01,127.900002,131.309998,117.339996,118.790001,117.668953,101178600
23,2023-03-01,117.949997,126.059998,115.790001,122.639999,121.48262,156964700
24,2023-04-01,122.5,127.489998,117.849998,126.720001,125.882027,81949300
25,2023-05-01,126.919998,128.679993,104.830002,105.260002,104.563942,166769300
26,2023-06-01,104.18,114.760002,102.900002,110.370003,109.640144,216084600
27,2023-07-01,111.059998,111.300003,103.669998,110.389999,110.020981,135368900
28,2023-08-01,110.0,111.949997,96.550003,101.709999,101.369995,159458200
29,2023-09-01,101.970001,102.959999,88.660004,95.620003,95.300354,193164600
30,2023-10-01,96.199997,105.650002,93.730003,102.769997,102.769997,192258900
31,2023-11-01,102.550003,110.699997,99.970001,107.959999,107.959999,128758900
32,2023-11-28,108.57,109.900002,108.160004,108.75,108.75,5404587
